Client,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,Gender,Age,Tenure,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL
806,1,,,,,,0,,,,,,F,37,59,356.0364286,356.0364286,3,3,359.1071429,359.1071429,357.1428571,0,0,3,3,2,0,0,0,0,1,0,0,12.02392857
807,1,,,,,,256.4892857,,,,,,M,42,86,1695.690357,1695.690357,3,3,1509.3,1509.3,0,264.9785714,935.25,22,22,0,9,11,,,,,,
808,1,1,18,,,,608.5792857,55.53035714,0,,,,M,48,85,0.871785714,0.040357143,2,1,10982.14286,10982.14286,0,0,0,4,4,0,0,0,0,0,1,0,0,7.428571429
809,1,,,,,1,16.62392857,,,,,3295.807143,M,30,157,1156.069643,1053.537857,4,3,1444.089643,1434.589643,857.1428571,372.2682143,44.64285714,30,28,3,20,2,0,1,1,0,6.964285714,8.262142857
810,1,,,1,,1,542.1714286,,,0,,930.3571429,F,48,107,926.0989286,832.3782143,4,3,905.175,903.0678571,114.2857143,184.5321429,483.1785714,13,12,4,2,4,0,0,0,0,0,0
811,1,,,,,,1227.868214,,,,,,M,28,151,1185.619643,1185.619643,3,3,1360.892857,1360.892857,0,0,285.3571429,7,7,0,0,5,,,,,,
812,1,,,,,,6302.067857,,,,,,M,29,175,0.002857143,0.002857143,1,1,2.5,2.5,0,0,0,2,2,0,0,0,0,0,0,0,0,0
813,1,1,,1,,,20.41321429,29215.98036,,306.9214286,,,F,57,150,257.8232143,253.4367857,3,2,14.21428571,14.21428571,0,0,10.82142857,2,2,0,0,1,,,,,,
814,1,1,1,,,,2498.932143,3639.594643,308.8821429,,,,F,46,7,1237.548571,1222.448929,4,3,403.1785714,403.1785714,17.85714286,0,384.6785714,11,11,1,0,9,0,0,0,0,0,0
815,1,,,,,,4523.646786,,,,,,M,42,150,1107.144286,1107.144286,3,3,1210.810357,1210.810357,0,210.7464286,217.6785714,12,12,0,6,2,0,0,0,0,0,0
816,1,,,,,,382.7135714,,,,,,M,24,4,1321.430357,1321.430357,2,2,1461.317857,1461.317857,0,0,909.1464286,11,11,0,0,7,,,,,,
817,1,,3,,,,57.5575,,6083.648571,,,,M,42,152,974.0171429,974.0171429,5,5,516.1785714,516.1785714,0,0,513.6785714,6,6,0,0,5,,,,,,
818,1,,,,,,1381.638571,,,,,,M,76,173,528.4346429,528.4346429,2,2,478.2046429,478.2046429,0,140.3392857,334.4725,14,14,0,6,7,,,,,,
819,1,,,,1,2,325.1242857,,,,2.25,3816.979643,M,34,181,918.7039286,826.2892857,5,2,386.0582143,377.1296429,0,168.4867857,46.42857143,12,9,0,5,2,0,0,0,0,0,0
820,1,,,,,,176.4846429,,,,,,F,66,55,259.8217857,259.8217857,4,4,158.9642857,158.9642857,17.85714286,0,137.5,4,4,1,0,2,,,,,,
821,3,1,,,,,1054.237143,8.158928571,,,,,M,77,61,2121.826071,2116.465714,4,3,985.9717857,985.9717857,603.5714286,212.2946429,149.1771429,28,28,5,16,6,0,0,1,0,0,10.25
822,1,1,1,1,,,300.7753571,65263.04429,0,134.3346429,,,F,69,225,676.3707143,601.4339286,5,3,690.0557143,690.0557143,0,293.8414286,210.8571429,22,22,0,15,4,0,0,0,0,0,0
823,1,1,,,,,13177.15321,725.6314286,,,,,F,49,9,3214.316071,3214.316071,2,2,3481.531071,3481.531071,0,1800.720357,230.8214286,52,52,0,44,5,0,0,0,0,0,0
824,1,1,1,,,,337.6821429,1716.291071,526.7785714,,,,F,57,1,803.965,803.9553571,4,3,9.6375,9.6375,0,0,0,3,3,0,0,0,0,0,0,0,0,0
825,1,,,,,,28.57142857,,,,,,M,32,152,395.1435714,395.1435714,2,2,431,431,428.5714286,0,0,3,3,2,0,0,0,0,0,0,0,0
826,1,,1,1,1,,0,,62103.26857,0,0,,F,30,108,1610.243571,1504.473929,18,13,1689.403571,1478.895,196.4285714,174.4935714,107.1428571,43,32,6,17,1,0,0,1,0,0,2.821428571
827,1,,,1,1,,49.19357143,,,0,0.464285714,,M,57,50,1755.281786,1750.404286,9,6,1474.321429,1455.035714,607.1428571,17.85714286,843.25,26,23,4,1,17,0,1,1,0,7.928571429,12.24214286
828,1,,,,,,0,,,,,,F,27,221,110.7221429,110.7221429,2,2,1.964285714,1.964285714,0,0,0,1,1,0,0,0,,,,,,
829,1,,,,1,5,183.6614286,,,,2.344642857,1506.501429,F,80,71,1672.255714,1444.895,12,8,1339.893571,1328.072143,178.5714286,196.7328571,597.1428571,34,31,4,9,14,,,,,,
830,1,,,,,,21.3625,,,,,,M,23,65,998.245,998.245,2,2,974.8242857,974.8242857,428.5714286,171.2171429,374.8214286,24,24,6,15,2,,,,,,
831,1,,1,,,,1440.0525,,0,,,,M,47,111,788.0039286,788.0039286,3,3,1018.802143,1018.802143,0,0,1016.516429,6,6,0,0,5,1,0,0,2.024642857,0,0
832,1,,,,,,458.8110714,,,,,,F,37,174,977.4860714,977.4860714,2,2,904.5357143,904.5357143,535.7142857,0,337.8571429,12,12,1,0,6,,,,,,
833,1,,,,,,3017.641429,,,,,,M,36,150,,,,,,,,,,,,,,,0,1,0,0,4.999285714,0
834,1,,,1,,1,4430.363214,,,0,,2015.487857,F,28,78,3488.588214,2380.576071,23,20,3476.827143,2344.861786,267.8571429,155.6428571,752.7703571,42,23,5,6,8,,,,,,
835,1,,,,,,871.5025,,,,,,F,66,98,382.2153571,382.2153571,3,3,5.535714286,5.535714286,0,0,0,1,1,0,0,0,,,,,,
836,2,,,,,,920.6767857,,,,,,F,27,129,0.000357143,0.000357143,1,1,1.964285714,1.964285714,0,0,0,1,1,0,0,0,1,1,0,3.416607143,11,0
837,1,,,,,,686.4396429,,,,,,M,56,176,107.7167857,107.7167857,2,2,80.92857143,80.92857143,0,0,78.75,2,2,0,0,1,0,0,0,0,0,0
838,1,,,1,,,54.48214286,,,0,,,M,24,181,414.825,414.825,4,4,781.5925,781.5925,107.1428571,338.075,335.6246429,20,20,1,13,5,0,0,1,0,0,3.892857143
839,1,,,,,,870.7567857,,,,,,M,29,55,0.000357143,0.000357143,1,1,67.85714286,67.85714286,67.85714286,0,0,1,1,1,0,0,,,,,,
840,1,,,,1,,14.71214286,,,,0,,F,67,86,336.9085714,335.73,6,4,1380.310357,1377.953214,71.42857143,642.8571429,236.2496429,13,9,2,1,3,0,1,0,0,3.510714286,0
841,1,1,2,,,,1029.658571,0,0,,,,F,63,134,6.243214286,0.000357143,5,1,0.028571429,0,0,0,0,2,0,0,0,0,,,,,,
842,1,,,,,,22.13571429,,,,,,F,54,56,0,0,0,0,0.893928571,0.893928571,0,0,0,1,1,0,0,0,,,,,,
843,1,,,,,,80.92857143,,,,,,0,36,151,2098.15,2098.15,4,4,2136.121429,2136.121429,357.1428571,643.5857143,1130.178571,23,23,1,8,11,0,0,0,0,0,0
844,1,,,,,,21.33071429,,,,,,M,43,129,428.5725,428.5725,3,3,927.5357143,927.5357143,525,10.71428571,207.7142857,10,10,3,1,4,,,,,,
845,1,,,,,,459.5907143,,,,,,F,31,37,0,0,0,0,0.893928571,0.893928571,0,0,0,1,1,0,0,0,0,0,0,0,0,0
846,1,1,2,1,1,,224.0717857,5.000357143,12033.39571,558.7092857,0,,M,21,52,17891.39464,9564.714286,12,3,16854.96357,4686.850357,357.1428571,639.7310714,1278.807143,61,29,4,23,15,0,0,1,0,0,2.553571429
847,1,,,,,,240.9489286,,,,,,M,19,77,0.015714286,0.015714286,1,1,0.892857143,0.892857143,0,0,0,1,1,0,0,0,,,,,,
848,1,,,,1,,49.75678571,,,,0,,M,34,23,409.7492857,407.3628571,6,2,1960.142857,1957.785714,1857.142857,95.64285714,0,17,13,6,4,0,0,0,0,0,0,0
849,1,,,,,,146.8539286,,,,,,F,24,14,107.1464286,107.1464286,2,2,205.5796429,205.5796429,189.8096429,0,0,9,9,4,0,0,0,0,1,0,0,12.86821429
850,1,,,,,,43.52321429,,,,,,F,49,44,1392.402857,1392.402857,3,3,1226.345357,1226.345357,0,0,121.9285714,6,6,0,0,1,0,1,0,0,0.893928571,0
851,1,1,,1,,,732.9371429,103328.8189,,0,,,F,4,80,0.011071429,0.011071429,1,1,1312.653214,1312.653214,792.6646429,501.2046429,0,43,43,4,34,0,,,,,,
852,1,,,,,,357.1457143,,,,,,M,30,199,694.4614286,694.3239286,5,4,552.3,552.1428571,0,0,550.6071429,7,6,0,0,5,,,,,,
853,1,1,,1,,,3061.968929,19069.40071,,0,,,M,47,148,639.4228571,639.4092857,3,2,1093.764286,1093.764286,571.4285714,30.9,487.15,14,14,1,2,9,,,,,,
854,1,1,4,1,,,1860.239643,851.0614286,342.5960714,0,,,F,26,47,554.5521429,554.0432143,3,2,764.5360714,764.5360714,542.8571429,21.35714286,195.7860714,7,7,2,1,3,,,,,,
855,1,,1,,,,49.0575,,1171.071429,,,,M,35,150,800.6507143,800.6507143,5,5,316.6928571,316.6928571,250,52.62142857,10.67857143,5,5,2,1,1,0,0,1,0,0,17.64285714
856,1,,1,,,,660.1114286,,14777.41714,,,,F,5,62,0.000357143,0.000357143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,1,,,,,,983.3739286,,,,,,F,61,171,420.7589286,420.7589286,2,2,367.1428571,367.1428571,0,0,363.5357143,9,9,0,0,8,0,0,0,0,0,0
858,1,,,,,,660.2478571,,,,,,M,8,25,70.28642857,70.28642857,3,3,23.21428571,23.21428571,0,0,16.07142857,2,2,0,0,1,0,0,0,0,0,0
859,1,,,,,,359.0332143,,,,,,M,12,150,0.007142857,0.007142857,1,1,8.926785714,8.926785714,0,0,0,2,2,0,0,0,0,0,1,0,0,4.166785714
860,1,,,,,,169.9696429,,,,,,M,26,9,0.000357143,0.000357143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.107142857
861,1,,,,,,736.4207143,,,,,,M,46,20,114.2860714,114.2860714,4,4,110.7142857,110.7142857,110.7142857,0,0,4,4,4,0,0,,,,,,
862,1,,,,,,3.583571429,,,,,,M,29,152,253.5725,253.5725,2,2,232.0214286,232.0214286,125,104.4142857,0,17,17,5,8,0,,,,,,
863,1,,,1,1,2,21.93678571,,,0,1.178571429,63.80321429,M,26,151,2284.4875,1621.39,23,14,3678.240357,2135.096429,642.8571429,1120.185714,805.3571429,55,23,7,18,8,0,0,1,0,0,22.60714286
864,1,,,1,,,23.49607143,,,0,,,M,31,26,1095.303214,1095.303214,2,2,787.8928571,787.8928571,785.7142857,0,0,5,5,3,0,0,1,0,0,30.69732143,0,0
865,1,,,,,,591.2628571,,,,,,M,23,26,125.275,125.275,2,2,441.4642857,441.4642857,214.2857143,14.28571429,203.4285714,12,12,3,1,5,0,0,1,0,0,7.535714286
866,1,,,,,,1751.350714,,,,,,M,21,83,2395.361786,2395.361786,5,5,2671.748929,2671.748929,696.4285714,928.2632143,804.25,70,70,12,34,15,,,,,,
867,1,,,1,,,1097.734286,,,0,,,F,36,62,0.000714286,0.000714286,1,1,224.0060714,224.0060714,0,93.86321429,126.75,5,5,0,2,2,0,1,0,0,3.392857143,0
868,1,,2,,,,0,,848.3725,,,,F,40,151,1014.363214,1014.363214,2,2,568.0714286,568.0714286,0,0,567.8571429,4,4,0,0,3,,,,,,
869,1,1,3,,,,352.8278571,5469.851071,833.2367857,,,,M,66,93,3404.133571,545.7589286,5,3,873.7171429,873.7171429,89.28571429,462.7528571,320.4285714,21,21,2,12,6,0,0,0,0,0,0
870,1,,,1,,,122.1064286,,,182.9657143,,,M,22,101,142.3157143,72.14,5,3,108.5657143,72.14,0,0,0,5,3,0,0,0,,,,,,
871,1,,,,1,2,2853.208214,,,,122.1171429,8660.066071,F,45,157,5649.168571,5415.585357,7,3,5755.821071,5713.755,714.2857143,88.53571429,4334.239643,21,16,1,2,8,,,,,,
872,1,,,,,,13775.455,,,,,,F,26,152,1967.900714,1967.900714,2,2,1650.621071,1650.621071,332.1428571,174.3710714,1123.321429,29,29,3,11,10,1,0,0,3.346607143,0,0
873,1,,,,,,107.2625,,,,,,F,31,150,20647.72071,20647.72071,13,13,35196.56643,35196.56643,0,1745.137143,30069.69643,64,64,0,31,23,0,1,1,0,16.52357143,12.75
874,1,1,2,1,,,3612.059286,1628.490714,1218.661071,0,,,F,32,151,11553.49464,11537.64607,7,4,11369.86179,11356.88179,0,16.12035714,11324.48393,17,16,0,1,12,0,0,0,0,0,0
875,1,,,,,,50.34107143,,,,,,M,43,124,362.8582143,362.8582143,3,3,362.0364286,362.0364286,217.8571429,50.28642857,92.46428571,19,19,7,7,4,1,0,0,0.282321429,0,0
876,1,1,,1,,,5948.005714,7155.010357,,0,,,F,57,115,3032.677143,2319.461071,18,15,2512.205,2274.246786,735.7142857,499.8525,321.3571429,37,27,3,14,5,,,,,,
877,1,,,,,,2163.824643,,,,,,F,26,8,1272.231071,1272.231071,8,8,1317.642857,1317.642857,207.1428571,165.9285714,941.6071429,13,13,2,7,2,0,0,0,0,0,0
878,1,,22,,,,1519.949286,,617.8335714,,,,F,5,173,1071.430357,1071.430357,2,2,1071.428571,1071.428571,0,0,0,2,2,0,0,0,,,,,,
879,1,,,,,,3871.886786,,,,,,M,37,35,473.5410714,473.5410714,2,2,1007.139286,1007.139286,535.7142857,178.1035714,290.8214286,17,17,2,9,5,0,0,0,0,0,0
880,1,,,,,,70.54857143,,,,,,F,49,64,8.143214286,8.143214286,2,2,42.42857143,42.42857143,17.85714286,24.57142857,0,9,9,2,7,0,1,0,0,1.249464286,0,0
881,2,,,,,,3024.145357,,,,,,M,72,179,0.003571429,0.003571429,1,1,107.6071429,107.6071429,107.1428571,0,0,2,2,1,0,0,0,0,1,0,0,6.664642857
882,1,1,1,,,,51.97178571,19147.45464,11207.17321,,,,M,36,150,418.0507143,416.8628571,3,2,1020.282143,1020.282143,0,281.0321429,736.75,14,14,0,8,5,0,0,0,0,0,0
883,1,,,,,,236.2178571,,,,,,F,34,67,354.6435714,354.6435714,4,4,341.8307143,341.8307143,257.1428571,0,82.18785714,7,7,2,0,4,1,0,0,2.231964286,0,0
884,1,,,1,,,2250.308214,,,0,,,F,32,149,203.2207143,202.7010714,8,7,1030.396429,827.6982143,0,0,822.9285714,22,16,0,0,14,0,0,1,0,0,9.029642857
885,1,,,,,,3641.432143,,,,,,M,32,151,507.9478571,507.9478571,2,2,436.5321429,436.5321429,0,61.175,364.8214286,10,10,0,2,6,0,0,0,0,0,0
886,1,1,,,,,168.9046429,115074.5336,,,,,F,36,181,4881.583929,2899.991786,6,4,2691.632857,2691.632857,232.1428571,107.6685714,387.1071429,25,25,3,9,11,,,,,,
887,1,,,,,,402.8014286,,,,,,F,55,151,1746.931429,1746.931429,4,4,1833.945357,1833.945357,910.7142857,251.8953571,487.2142857,39,39,6,16,11,,,,,,
888,1,,,,,,137.5217857,,,,,,F,46,150,407.6814286,407.6814286,4,4,387.6785714,387.6785714,357.1428571,0,0,5,5,1,0,0,0,0,0,0,0,0
889,1,,,,,,2560.426429,,,,,,M,36,236,25,25,1,1,26.175,26.175,7.142857143,19.03214286,0,3,3,1,2,0,,,,,,
890,1,1,,,,,1024.444286,16727.63536,,,,,M,35,22,1394.649286,1394.648214,5,4,1577.507143,1577.507143,0,0,1178.571429,4,4,0,0,1,1,1,0,8.936964286,4.25,0
891,1,,,1,,,1131.623214,,,0,,,M,21,11,977.7939286,977.7939286,7,7,354.9285714,354.9285714,0,0,351.5357143,8,8,0,0,7,,,,,,
892,1,,,1,,,0,,,641.1453571,,,M,45,149,608.755,608.755,3,3,782.6464286,782.6464286,178.5714286,0,251.3214286,12,12,3,0,4,0,0,0,0,0,0
893,1,,,,,,2.468928571,,,,,,M,48,53,959.5125,959.5125,9,9,1772.107143,1772.107143,0,0,1767.714286,17,17,0,0,15,,,,,,
894,1,,,1,1,2,354.9828571,,,0,0.714285714,2182.396786,M,69,21,2092.991071,2031.506071,11,6,2123.822143,2119.357857,857.1428571,300.9892857,859.0114286,42,37,3,11,19,,,,,,
895,1,1,,,,,997.9667857,26797.11929,,,,,F,22,25,478.3503571,464.8385714,4,2,542.3214286,542.3214286,535.7142857,0,6.607142857,4,4,3,0,1,0,1,0,0,4.286785714,0
896,1,,,,,,1743.738571,,,,,,M,23,99,417.5582143,416.6371429,3,2,640.2621429,639.1785714,535.7142857,0,101.9285714,6,5,1,0,2,0,0,0,0,0,0
897,1,1,3,,,,0.755357143,7567.191786,6511.858929,,,,F,51,116,375.7675,355.6514286,4,3,352.2857143,352.2857143,0,0,352.2857143,7,7,0,0,7,,,,,,
898,1,1,2,,,,2741.898929,1750.5525,563.3707143,,,,F,19,89,2.152857143,0.003928571,2,1,1.964285714,1.964285714,0,0,0,1,1,0,0,0,0,1,0,0,11.53571429,0
899,1,,,,,,1068.936429,,,,,,M,59,61,403.5721429,403.5721429,2,2,401.4385714,401.4385714,17.85714286,2.774285714,0,4,4,1,1,0,,,,,,
900,1,,,,,,7.145714286,,,,,,M,48,251,71.4325,71.4325,2,2,34.13785714,34.13785714,0,9.137857143,25,3,3,0,2,1,0,1,1,0,7.392857143,24.7975
901,1,,,1,1,1,153.9807143,,,803.7907143,983.7857143,9501.474643,F,41,52,1153.421071,1079.041429,15,8,1679.397143,1405.478214,203.5714286,26.78571429,1038.642857,29,18,3,3,5,1,0,0,0.144821429,0,0
902,1,,,,,,13482.23607,,,,,,F,40,212,357.1621429,357.1621429,2,2,95.89285714,95.89285714,35.71428571,58.92857143,0,4,4,1,2,0,,,,,,
903,1,,,,,,414.7292857,,,,,,M,33,181,357.1457143,357.1457143,2,2,132.8214286,132.8214286,0,132.8214286,0,1,1,0,1,0,1,0,0,4.637857143,0,0
904,1,,,,,,3758.344286,,,,,,F,23,152,0.007857143,0.007857143,1,1,654.5985714,654.5985714,235.7142857,302.9557143,113.75,14,14,1,9,3,0,0,1,0,0,8.321428571
905,1,,,,,,4899.048214,,,,,,M,37,11,573.8610714,573.8610714,2,2,634.8453571,634.8453571,0,0,631.4525,2,2,0,0,1,1,1,1,1.761071429,0.892857143,13.16678571
906,1,,,,,,50.73,,,,,,M,24,55,162.5007143,162.5007143,4,4,280.6092857,280.6092857,208.5060714,67.84642857,0,18,18,11,5,0,0,0,1,0,0,2.107142857
907,1,,,,,,778.5221429,,,,,,M,67,193,196.4317857,196.4317857,3,3,97.5,97.5,0,0,97.5,5,5,0,0,5,1,0,0,2.288392857,0,0
908,1,,,,,,54172.86929,,,,,,M,43,179,0.201785714,0.201785714,1,1,1.964285714,1.964285714,0,0,0,1,1,0,0,0,0,1,0,0,26.99821429,0
909,1,,,1,,1,4.710714286,,,0,,4291.996429,M,21,27,789.1296429,738.23,4,3,450.6785714,448.8928571,178.5714286,0,166.5714286,8,7,1,0,4,,,,,,
910,1,1,,,1,,3007.753214,1149.505357,,,928.4642857,,M,34,44,1629.621429,1112.3975,12,4,1917.2925,1090.357143,107.1428571,909.6139286,391.7857143,46,12,3,32,5,,,,,,
911,1,,,1,,,3.257142857,,,0,,,F,22,30,1353.236786,1353.236786,4,4,2878.437143,2878.437143,696.4285714,644.1871429,1533.107143,40,40,3,20,15,1,0,1,1.269642857,0,1.071428571
912,1,,,,,,3.496785714,,,,,,M,50,10,1561.255,1561.255,3,3,1562.130714,1562.130714,0,67.39642857,1428.357143,14,14,0,5,5,,,,,,
913,1,,1,,,,2102.500357,,7975.683571,,,,M,44,3,14.30035714,14.30035714,2,2,1.964285714,1.964285714,0,0,0,1,1,0,0,0,0,0,0,0,0,0
914,1,,,,,2,2.6075,,,,,12567.02571,M,28,8,18412.14679,6387.828214,6,3,20090.50357,2230.146429,235.7142857,568.3035714,425,26,22,3,10,1,0,1,1,0,17.31,12.42571429
915,1,,1,1,,,33.43214286,,13680.27714,175.5996429,,,M,59,180,558.9314286,558.9314286,2,2,664.5357143,664.5357143,178.5714286,0,485.1071429,10,10,1,0,8,1,0,0,3.490535714,0,0
916,1,1,5,1,1,,7949.006786,554.9710714,2545.743214,470.0514286,1188.786786,,F,51,151,1096.838929,1095.388214,6,4,642.7414286,642.7414286,0,2.67,623.8928571,16,16,0,3,10,,,,,,
917,1,1,1,,,,9.055,191.3092857,0,,,,F,44,232,637.1457143,635.9525,5,4,1283.071429,1283.071429,785.7142857,127.8928571,369.25,14,14,3,3,7,0,0,1,0,0,3.928571429
918,1,,,,,,1054.802143,,,,,,M,37,44,0.001428571,0.001428571,1,1,40.75,40.75,0,0,38.57142857,2,2,0,0,1,0,0,0,0,0,0
919,1,,,1,,,254.0117857,,,0,,,F,29,5,919.0260714,898.6085714,9,7,927.6385714,898.8892857,278.5714286,157.6721429,438.7282143,26,22,4,7,8,,,,,,
920,1,,,,,,111.8703571,,,,,,M,29,150,1345.573929,1345.573929,4,4,1324.638929,1324.638929,821.4285714,214.3889286,285.1428571,20,20,5,4,7,0,0,0,0,0,0
921,2,,,,,,2691.995714,,,,,,F,36,167,309.0460714,309.0460714,3,3,302.6642857,302.6642857,239.2857143,63.37857143,0,19,19,10,9,0,0,1,0,0,3.8225,0
922,1,,,,,,1963.801429,,,,,,F,26,209,0.018928571,0.018928571,1,1,4.289285714,4.289285714,0,1.789285714,0,3,3,0,1,0,0,0,1,0,0,4.214285714
923,1,,,,,,96.08928571,,,,,,F,49,226,1115.146786,1115.146786,2,2,1101.017857,1101.017857,1098.625,0,0,5,5,2,0,0,,,,,,
924,1,,,1,1,,341.5514286,,,0,460.0892857,,F,30,135,68371.54214,66908.95107,10,3,64608.36143,64178.18536,0,425.6760714,61955.10393,45,21,0,20,16,0,1,0,0,25.04035714,0
925,1,,,,,,527.9432143,,,,,,M,28,0,472.5007143,472.5007143,3,3,470.0357143,470.0357143,267.8571429,0,200,4,4,2,0,1,,,,,,
926,1,,,1,,,2860.802143,,,0,,,M,72,188,1300.838214,1300.838214,4,4,1368.535714,1368.535714,1142.857143,0,221.6428571,12,12,3,0,8,0,1,0,0,3.392857143,0
927,1,1,1,,,,1897.836071,3104.583929,3904.851786,,,,F,41,217,3469.452143,3457.158929,8,6,1198.857857,1198.857857,0,0,1198.857857,8,8,0,0,8,1,1,0,9.385714286,3.569285714,0
928,1,,26,,,,10594.5225,,69777.20536,,,,F,83,24,2693.3825,2693.3825,6,6,2457.778214,2457.778214,0,128.8142857,2286.464286,14,14,0,4,4,0,0,0,0,0,0
929,1,,,,,,291.1532143,,,,,,M,87,150,0.000357143,0.000357143,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,
930,1,2,,,,,849.1971429,4113.770357,,,,,F,26,117,1.6575,0.029285714,2,1,1.964285714,1.964285714,0,0,0,1,1,0,0,0,0,0,0,0,0,0
931,1,,,,,,10349.92,,,,,,M,40,63,361.6082143,361.6082143,4,4,357.2142857,357.2142857,260.7142857,67.25,29.25,22,22,12,9,1,,,,,,
932,1,1,7,,,,3060.946071,7537.403214,2116.071429,,,,F,22,126,0.186785714,0.010714286,2,1,124.3882143,124.3882143,0,0,121.8525,6,6,0,0,4,0,0,0,0,0,0
933,1,,,1,,,1624.863214,,,0,,,F,17,102,1417.861429,1417.861429,5,5,579.9289286,579.9289286,35.71428571,276.3932143,267.8214286,19,19,1,14,4,,,,,,
934,1,,,1,1,1,1613.846071,,,0,708.2582143,3261.697857,M,78,55,950.7153571,907.2246429,5,3,911.9975,904.3546429,535.7142857,44.10464286,239.0714286,29,25,8,4,5,0,0,0,0,0,0
935,1,,,1,,,2430.974643,,,0,,,F,46,49,957.4142857,643.4035714,13,11,977.4142857,643.4035714,171.4285714,0,153.7142857,21,11,3,0,5,1,0,0,2.344821429,0,0
936,1,,,,,,1973.280714,,,,,,M,22,13,0.000714286,0.000714286,1,1,3.392857143,3.392857143,0,0,0,1,1,0,0,0,,,,,,
937,1,,,,,,361.5896429,,,,,,M,65,80,378.0742857,378.0742857,2,2,433.0357143,433.0357143,107.1428571,0,322.6428571,8,8,1,0,6,0,0,0,0,0,0
938,1,1,2,,,,7.576785714,52743.09071,0,,,,M,57,33,448.4671429,448.465,3,2,470.5285714,470.5285714,85.71428571,221.5285714,163.2857143,17,17,2,9,6,0,1,1,0,4.928571429,7.812142857
939,1,,,,,,2181.302143,,,,,,M,62,151,171.4296429,171.4296429,2,2,170.7035714,170.7035714,0,0,0,2,2,0,0,0,1,0,0,1.585,0,0
940,1,,,,,,0,,,,,,M,18,9,824.8985714,824.8985714,3,3,868.9464286,868.9464286,0,731.4107143,133.9285714,40,40,0,36,3,,,,,,
941,1,,,,,,4466.422143,,,,,,M,27,97,,,,,,,,,,,,,,,0,0,1,0,0,19.75
942,1,2,3,,,,2841.414286,27797.97964,0,,,,M,40,76,226.2610714,214.2903571,3,2,173.9285714,173.9285714,0,0,173.5,4,4,0,0,3,0,1,0,0,36.78571429,0
943,1,,,,1,,446.3989286,,,,1.178571429,,F,13,150,205.9682143,205.9682143,2,2,211.8046429,211.8046429,21.42857143,133.2367857,56.925,15,15,2,11,1,0,0,0,0,0,0
944,1,,,,,,764.6896429,,,,,,M,43,149,0.000357143,0.000357143,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15.77892857,0,0
945,1,,,,,,411.0082143,,,,,,F,31,1,436.0360714,436.0360714,2,2,430.5357143,430.5357143,428.5714286,0,0,2,2,1,0,0,,,,,,
946,1,1,1,,1,,9830.705357,1796.033571,1131.907857,,2.357142857,,M,48,154,60.20178571,0.031785714,7,1,2.357142857,0.928571429,0,0,0,4,2,0,0,0,0,1,0,0,0.644285714,0
947,1,,,,,,1313.165714,,,,,,M,34,86,35.71464286,35.71464286,2,2,35.74285714,35.74285714,7.142857143,27.35,0,6,6,1,4,0,0,0,1,0,0,16.33892857
948,1,,,,,3,2574.7775,,,,,13012.38571,M,31,182,994.365,913.1789286,3,2,921.4285714,915.2142857,803.5714286,0,0,5,3,1,0,0,,,,,,
949,1,1,,1,1,,693.7617857,516.1596429,,0,523.8107143,,F,55,150,3112.797857,2980.3525,10,5,5846.526786,5578.716071,642.8571429,775.61,1721.345357,38,31,2,14,11,,,,,,
950,1,,,,,,41.46035714,,,,,,F,26,152,218.2932143,218.2932143,2,2,295.5089286,295.5089286,0,0,292.1160714,5,5,0,0,4,1,0,0,0.601428571,0,0
951,2,1,,1,1,,338.365,93895.68786,,0,30.345,,M,69,178,1038.485357,926.1214286,16,7,1262.954643,976.805,392.8571429,287.5385714,382.1785714,37,22,4,10,11,,,,,,
952,1,,,,,1,72.40428571,,,,,1447.709643,F,71,165,203.8225,148.1242857,5,4,223.3928571,219.4285714,142.8571429,0,7.142857143,7,5,1,0,1,1,1,0,1.189821429,4.285714286,0
953,1,1,,,,,1507.695714,1508.553214,,,,,0,50,35,884.6303571,884.6303571,4,4,1387.6125,1387.6125,0,126.35,754.125,18,18,0,3,7,0,0,1,0,0,15.22214286
954,1,1,,,,,32.55928571,1460.8,,,,,M,83,20,538.4432143,512.8314286,4,3,890.5714286,890.5714286,285.7142857,0,583.9642857,12,12,1,0,9,,,,,,
955,1,,,,,,3131.223929,,,,,,F,19,62,250.0007143,250.0007143,2,2,246.5285714,246.5285714,0,0,129.6428571,6,6,0,0,3,1,0,1,13.05678571,0,5.702142857
956,2,,,1,,,3611.397857,,,0,,,M,52,139,1699.132857,1278.536429,13,10,1647.460357,1238.996071,71.42857143,118.7210714,624.2142857,27,20,1,4,11,0,0,1,0,0,19.95821429
